Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,,Price
Maruti Ciaz VDi Plus SHVS,Hyderabad,2015,67048,Diesel,Manual,First,28.09,1248,88.5,5,7.9,790000
Honda City i-VTEC V,Kochi,2018,11732,Petrol,Manual,First,17.4,1497,117.3,5,10.07,1007000
Nissan Terrano XL Plus ICC WT20 SE,Mumbai,2016,37000,Diesel,Manual,First,20.45,1461,83.8,5,6.5,650000
BMW 3 Series 320d Prestige,Hyderabad,2015,30000,Diesel,Automatic,First,18.88,1995,184,5,22,2200000
Honda City i DTEC V,Hyderabad,2016,53000,Diesel,Manual,First,26,1498,98.6,5,9.75,975000
Nissan Terrano XL Plus 85 PS,Jaipur,2014,60000,Diesel,Manual,First,20.45,1461,83.8,5,6,600000
Toyota Fortuner 4x2 AT,Delhi,2015,92000,Diesel,Automatic,First,12.55,2982,168.5,7,19.75,1975000
Toyota Innova Crysta 2.4 VX MT,Kolkata,2017,31000,Diesel,Manual,First,13.68,2393,147.8,7,16.95,1695000
Hyundai i10 Sportz 1.1L,Pune,2013,84000,Petrol,Manual,First,19.81,1086,68.05,5,2.95,295000
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,55662,Diesel,Automatic,First,12.07,2967,241.4,7,42.83,4283000
Volvo S60 D4 Momentum,Hyderabad,2014,51000,Diesel,Automatic,First,27.03,1969,190,5,21.5,2150000
Honda City i VTEC V,Jaipur,2015,24398,Petrol,Manual,First,17.8,1497,117.3,5,7.9,790000
Maruti Alto K10 2010-2014 VXI,Hyderabad,2011,78000,Petrol,Manual,Second,20.92,998,67.1,5,2.3,230000
Honda Brio 1.2 S Option MT,Delhi,2012,40315,Petrol,Manual,First,18.5,1198,86.8,5,2.75,275000
Mahindra Scorpio VLX 2WD AIRBAG BSIV,Jaipur,2011,83000,Diesel,Manual,First,12.05,2179,120,8,6.71,671000
Renault Duster 110PS Diesel RxL AMT,Kochi,2017,58151,Diesel,Automatic,First,19.6,1461,108.45,5,9.6,960000
Hyundai Creta 1.6 CRDi SX,Kochi,2017,30519,Diesel,Manual,First,19.67,1582,126.2,5,12.81,1281000
Tata Tiago 1.2 Revotron XZ,Coimbatore,2019,20712,Petrol,Manual,First,23.84,1199,84,5,6.94,694000
Mahindra XUV500 W6 2WD,Mumbai,2015,48000,Diesel,Manual,First,16,2179,140,7,9.45,945000
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2015,85000,Diesel,Manual,First,20.34,1498,103.2,5,6,600000
Mercedes-Benz B Class B180,Delhi,2013,32000,Petrol,Automatic,First,14.8,1595,120.7,5,11,1100000
Maruti SX4 Vxi BSIV,Delhi,2011,52000,Petrol,Manual,First,15.5,1586,103.3,5,2.6,260000
Hyundai Getz GLE,Hyderabad,2007,58307,Petrol,Manual,First,15.3,1341,83,5,1.95,195000
BMW 6 Series Gran Coupe,Mumbai,2013,30000,Diesel,Automatic,First,17.54,2993,313,4,45,4500000
Audi A4 2.0 TDI 177 Bhp Premium Plus,Chennai,2014,40000,Diesel,Automatic,First,17.11,1968,174.33,5,22,2200000
Hyundai i20 Asta Option 1.2,Kolkata,2015,36000,Petrol,Manual,First,18.6,1197,81.83,5,4.9,490000
Nissan Terrano XL D Option,Kochi,2015,58817,Diesel,Manual,First,19.87,1461,83.14,5,6.25,625000
Volkswagen Vento Konekt Diesel Highline,Chennai,2013,55000,Diesel,Manual,Second,20.54,1598,103.6,5,6.1,610000
Hyundai i10 Sportz,Mumbai,2011,39000,Petrol,Manual,First,20.36,1197,78.9,5,2.6,260000
Lamborghini Gallardo Coupe,Delhi,2011,6500,Petrol,Automatic,Third,6.4,5204,560,2,120,12000000
Jaguar XF 3.0 Litre S Premium Luxury,Hyderabad,2012,35000,Diesel,Automatic,First,14.74,2993,270.9,5,29,2900000
Maruti Swift Dzire VXi,Pune,2010,49900,Petrol,Manual,Second,17.5,1298,85.8,5,3.3,330000
Tata Indica Vista Quadrajet VX,Hyderabad,2013,99500,Diesel,Manual,Second,22.3,1248,74,5,3.05,305000
Hyundai i20 Asta 1.4 CRDi,Kolkata,2012,33249,Diesel,Manual,First,21.27,1396,88.76,5,3.25,325000
Hyundai Xcent 1.2 Kappa S Option,Delhi,2014,52000,Petrol,Manual,First,19.1,1197,81.86,5,3.75,375000
Toyota Innova 2.5 VX (Diesel) 7 Seater,Mumbai,2015,45000,Diesel,Manual,First,12.99,2494,100.6,7,13.25,1325000
Tata Tiago 1.2 Revotron XZ,Hyderabad,2017,22000,Petrol,Manual,First,23.84,1199,84,5,4.8,480000
Renault KWID RXL,Kochi,2019,7858,Petrol,Manual,First,25.17,799,53.3,5,3.8,380000
Toyota Innova 2.5 V Diesel 7-seater,Pune,2011,112000,Diesel,Manual,First,12.8,2494,102,7,8.5,850000
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,2016,41082,Diesel,Automatic,First,13,2143,204,5,38.76,3876000
Honda City 1.5 S AT,Ahmedabad,2009,72000,Petrol,Automatic,First,16.8,1497,116.4,5,3.2,320000
Hyundai i10 Sportz 1.2,Hyderabad,2011,84912,Petrol,Manual,First,20.36,1197,78.9,5,3.5,350000
Hyundai Creta 1.6 CRDi SX Option,Pune,2015,70000,Diesel,Manual,First,19.67,1582,126.2,5,12.25,1225000
Honda Amaze VX Petrol,Mumbai,2014,21000,Petrol,Manual,First,19.5,1199,86.76,5,4.75,475000
Volkswagen Polo 1.2 MPI Trendline,Delhi,2016,27000,Petrol,Manual,First,18.78,999,74,5,4.5,450000
Hyundai i10 Magna 1.2,Kolkata,2012,29000,Petrol,Manual,First,20.36,1197,78.9,5,2.35,235000
Renault Pulse RxL,Hyderabad,2014,48425,Diesel,Manual,First,23.08,1461,63.12,5,3.4,340000
Volkswagen Vento 1.5 TDI Highline AT,Pune,2016,19000,Diesel,Automatic,First,21.5,1498,108.5,5,10,1000000
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Hyderabad,2012,210000,Diesel,Manual,First,12.99,2494,100,7,9,900000
Toyota Corolla Altis G,Delhi,2013,64000,Petrol,Manual,Second,14.53,1798,138.1,5,5.2,520000
Hyundai Verna CRDi,Chennai,2006,200000,Diesel,Manual,Second,16.8,1493,110,5,1.85,185000
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Chennai,2013,100000,Diesel,Automatic,Second,11.3,2987,254.8,7,38,3800000
Renault Duster 85PS Diesel RxL Optional,Kochi,2013,69140,Diesel,Manual,First,20.46,1461,83.8,5,5.11,511000
Skoda Rapid 1.6 MPI Ambition,Coimbatore,2019,21214,Petrol,Manual,First,15.41,1598,103.52,5,9.66,966000
Hyundai i10 Sportz 1.2,Kolkata,2015,28000,Petrol,Manual,First,20.36,1197,78.9,5,3.4,340000
Mahindra KUV 100 mFALCON G80 K8,Kochi,2017,29085,Petrol,Manual,First,18.15,1198,82,6,5.84,584000
Maruti Celerio VXI AMT,Kolkata,2016,30000,Petrol,Automatic,First,23.1,998,67.04,5,3.8,380000
Maruti A-Star AT VXI,Mumbai,2012,32910,Petrol,Automatic,First,16.98,998,66.1,5,2.5,250000
Honda City i DTEC VX,Kolkata,2015,30000,Diesel,Manual,First,25.1,1498,98.6,5,6.95,695000
Skoda Superb 1.8 TSI,Pune,2010,35102,Petrol,Automatic,First,12.6,1798,161.6,5,5.5,550000
Hyundai Grand i10 Sportz,Coimbatore,2017,22831,Petrol,Manual,First,18.9,1197,82,5,6.19,619000
Renault Duster 85PS Diesel RxL,Hyderabad,2013,74911,Diesel,Manual,First,20.45,1461,83.8,5,6,600000
Hyundai Grand i10 Magna,Pune,2015,21000,Petrol,Manual,First,18.9,1197,82,5,3.75,375000
Ford EcoSport 1.5 TDCi Titanium,Kochi,2018,37160,Diesel,Manual,First,22.77,1498,98.59,5,9.46,946000
Nissan Sunny 2011-2014 XL,Jaipur,2011,41000,Petrol,Manual,Second,16.95,1498,97.7,5,3,300000
Ford Figo Aspire 1.5 TDCi Titanium,Chennai,2016,37294,Diesel,Manual,First,25.83,1498,99,5,5.75,575000
Honda Civic 2006-2010 1.8 V MT,Coimbatore,2009,56927,Petrol,Manual,First,13.5,1799,130,5,4.41,441000
Renault KWID RXT Optional,Kochi,2017,21954,Petrol,Manual,First,25.17,799,53.3,5,3.7,370000
Honda Brio EX MT,Kolkata,2014,50000,Petrol,Manual,Second,19.4,1198,86.8,5,2.5,250000
Maruti Swift ZXI ABS,Coimbatore,2012,78212,Petrol,Manual,First,16.1,1298,88.2,5,5.35,535000
Hyundai i20 Magna Optional 1.4 CRDi,Delhi,2013,64500,Diesel,Manual,First,21.9,1396,88.8,5,3.65,365000
Skoda Superb Elegance 2.0 TDI CR AT,Delhi,2014,51000,Diesel,Automatic,First,17.2,1968,138.03,5,13,1300000
Maruti Wagon R LXI BSII,Delhi,2012,52000,Petrol,Manual,First,18.9,998,67.1,5,2.45,245000
Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2015,120000,Diesel,Automatic,First,21.21,1498,103.2,5,5.75,575000
Honda City i DTEC S,Coimbatore,2017,65792,Diesel,Manual,First,26,1498,98.6,5,8.11,811000
Hyundai i20 1.4 Sportz,Ahmedabad,2018,30000,Diesel,Manual,First,22.54,1396,88.73,5,7.75,775000
Nissan Micra XV CVT,Coimbatore,2017,54387,Petrol,Automatic,First,19.15,1198,75.94,5,5.85,585000
Renault KWID RXT Optional,Mumbai,2018,1617,Petrol,Manual,First,25.17,799,53.3,5,4.29,429000
Honda City i-DTEC SV,Hyderabad,2015,82000,Diesel,Manual,First,25.6,1498,98.6,5,8,800000
Toyota Innova Crysta 2.4 G MT 8S,Mumbai,2017,20000,Diesel,Manual,First,13.68,2393,147.8,8,16.5,1650000
Maruti Baleno Alpha 1.3,Jaipur,2015,98000,Diesel,Manual,First,27.39,1248,74,5,5.5,550000
Ford EcoSport 1.5 TDCi Trend,Delhi,2015,57000,Diesel,Manual,First,22.77,1498,98.59,5,6.35,635000
Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2013,250000,Diesel,Manual,Second,12.99,2494,100.6,8,7.9,790000
Ford Ecosport 1.5 DV5 MT Ambiente,Hyderabad,2014,56549,Diesel,Manual,First,22.7,1498,89.84,5,7.2,720000
Volkswagen Polo Diesel Comfortline 1.2L,Bangalore,2012,78500,Diesel,Manual,First,22.07,1199,73.9,5,3.65,365000
Hyundai i20 Sportz 1.4 CRDi,Kochi,2016,55036,Diesel,Manual,First,22.54,1396,88.73,5,6.35,635000
Renault Duster 85PS Diesel RxL Explore,Pune,2016,55000,Diesel,Manual,First,19.87,1461,83.8,5,7.8,780000
Ford Ikon 1.3 Flair,Chennai,2007,90000,Petrol,Manual,Second,13.8,1299,70,5,1.4,140000
Ford Endeavour XLT TDCi 4X2,Chennai,2007,155000,Diesel,Manual,First,13.1,2499,141,7,5.5,550000
Maruti Baleno Delta 1.3,Hyderabad,2018,17810,Diesel,Manual,First,27.39,1248,74,5,8.5,850000
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Kochi,2011,42408,Diesel,Automatic,First,14.84,2143,170,5,10.48,1048000
Maruti Esteem Vxi - BSIII,Ahmedabad,2005,81000,Petrol,Manual,Second,15.9,1298,85,5,0.75,75000
Tata Indigo XL Grand Petrol,Pune,2008,52000,Petrol,Manual,Second,12.85,1396,99.6,5,1.3,130000
BMW 5 Series 525d Sedan,Mumbai,2013,35000,Diesel,Automatic,First,16.73,2993,218,5,21,2100000
Hyundai Santro Xing GL Plus,Delhi,2013,60000,Petrol,Manual,First,17.92,1086,62.1,5,2.3,230000
Skoda Octavia 2.0 TDI AT Style Plus,Mumbai,2015,27000,Diesel,Automatic,First,19.5,1968,141,5,14.95,1495000
Audi A6 2011-2015 35 TDI Technology,Coimbatore,2017,55975,Diesel,Automatic,Second,17.68,1968,174.33,5,35.92,3592000
Ford Figo 1.5D Trend MT,Pune,2016,115000,Diesel,Manual,First,25.83,1498,99,5,4.5,450000
Mahindra Xylo D4 BS III,Hyderabad,2016,132000,Diesel,Manual,First,14.95,2489,93.7,7,5.5,550000
Maruti Celerio ZXI AT,Mumbai,2015,40337,Petrol,Automatic,First,23.1,998,67.04,5,4.45,445000
Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2008,192000,Diesel,Manual,First,12.8,2494,102,8,6.85,685000
Hyundai Grand i10 CRDi Asta,Bangalore,2016,50000,Diesel,Manual,First,24,1120,70,5,5.5,550000
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2016,28147,Petrol,Manual,First,18.9,1197,81.86,5,5.07,507000
Hyundai Grand i10 Sportz,Mumbai,2015,20000,Petrol,Manual,First,18.9,1197,82,5,3.85,385000
Hyundai Elite i20 Petrol Asta,Chennai,2016,11000,Petrol,Manual,First,18.6,1197,81.86,5,7.95,795000
Maruti Zen Estilo LXI BSIII,Jaipur,2009,63000,Petrol,Manual,Second,18.2,998,67.1,5,1.25,125000
Maruti Alto K10 2010-2014 VXI,Kochi,2014,36967,Petrol,Manual,First,20.92,998,67.1,5,3.64,364000
Toyota Fortuner 4x2 Manual,Jaipur,2016,73053,Diesel,Manual,First,13,2982,168.5,7,20,2000000
Mahindra Thar CRDe AC,Coimbatore,2019,16392,Diesel,Manual,First,16.55,2498,105,6,10.36,1036000
Toyota Etios G,Jaipur,2013,67000,Petrol,Manual,Second,16.78,1496,88.73,5,4.05,405000
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Mumbai,2015,48600,Diesel,Automatic,First,12,2987,224,7,48.5,4850000
Renault Duster 110PS Diesel RxZ,Bangalore,2014,70000,Diesel,Manual,First,19.6,1461,108.45,5,8.25,825000
Maruti Swift VDI,Pune,2014,84000,Diesel,Manual,First,22.9,1248,74,5,5.25,525000
Volkswagen Vento Magnific 1.6 Comfortline,Mumbai,2013,49106,Petrol,Manual,First,15.04,1598,103.2,5,4.4,440000
Skoda Superb L&K 2.0 TDI AT,Mumbai,2017,35000,Diesel,Automatic,First,18.19,1968,174.5,5,25.75,2575000
BMW 3 Series 330d Convertible,Kochi,2014,51240,Diesel,Automatic,First,8.2,2993,245,4,29.52,2952000
Maruti Wagon R VXI BS IV,Kolkata,2011,37000,Petrol,Manual,Second,18.9,998,67.1,5,2.1,210000
Renault KWID RXT,Kochi,2017,32587,Petrol,Manual,First,25.17,799,53.3,5,3.71,371000
Ford Endeavour 4x2 XLT Limited Edition,Pune,2009,180000,Diesel,Manual,First,10.9,2499,143,7,7.5,750000
Maruti Ertiga VXI CNG,Mumbai,2017,23700,CNG,Manual,First,17.5,1373,80.46,7,8.25,825000
Audi A4 2.0 TDI Celebration Edition,Delhi,2011,57000,Diesel,Automatic,Second,16.55,1968,147.51,5,9.75,975000
Hyundai Grand i10 Asta,Kolkata,2014,37000,Petrol,Manual,First,18.9,1197,82,5,3.45,345000
Mitsubishi Pajero Sport 4X4,Jaipur,2014,70000,Diesel,Manual,Second,13.5,2477,175.56,7,11.85,1185000
Mercedes-Benz New C-Class C 250 CDI Avantgarde,Coimbatore,2012,92469,Diesel,Automatic,Second,19.71,2143,201.15,5,16.14,1614000
Maruti Wagon R LXI CNG,Pune,2015,55000,CNG,Manual,First,26.6,998,58.16,5,3.7,370000
Maruti Alto K10 VXI AGS,Ahmedabad,2017,20000,Petrol,Automatic,First,24.07,998,67.1,5,4,400000
Hyundai i20 Sportz 1.2,Delhi,2015,42000,Petrol,Manual,Second,18.6,1197,81.83,5,5.8,580000
Maruti Swift Dzire VDI,Kolkata,2014,28000,Diesel,Manual,First,23.4,1248,74,5,4.65,465000
Mercedes-Benz R-Class R350 4Matic Long,Pune,2010,93000,Petrol,Automatic,Second,11.8,3498,272,7,15,1500000
Ford EcoSport 1.5 Ti VCT AT Titanium,Mumbai,2015,23000,Petrol,Automatic,First,15.63,1499,110.4,5,6.8,680000
Honda City i DTEC VX Option,Bangalore,2016,36000,Diesel,Manual,First,25.1,1498,98.6,5,10.25,1025000
Maruti Alto K10 2010-2014 VXI,Chennai,2014,52000,Petrol,Manual,First,20.92,998,67.1,5,2.7,270000
Maruti Ertiga ZDI,Hyderabad,2015,59245,Diesel,Manual,First,20.77,1248,88.8,7,8.5,850000
Hyundai i20 Diesel Asta Option,Pune,2018,31000,Diesel,Manual,First,22.54,1396,88.73,5,7.75,775000
Tata Indigo CS eGLX BS IV,Pune,2015,83000,Petrol,Manual,First,15.64,1193,64.08,5,2.7,270000
Maruti Alto Std,Hyderabad,2004,81500,Petrol,Manual,Second,19.7,796,46.3,5,1.3,130000
Hyundai Creta 1.6 SX,Hyderabad,2018,9900,Petrol,Manual,First,15.8,1591,121.3,5,13.2,1320000
Maruti Wagon R LX,Pune,2004,94000,Petrol,Manual,Second,18.9,998,67.1,5,1,100000
Toyota Etios V,Kochi,2017,27100,Petrol,Manual,First,16.78,1496,88.73,5,6.37,637000
Toyota Etios V,Kolkata,2015,12000,Petrol,Manual,First,16.78,1496,88.73,5,4.5,450000
Renault Duster 110PS Diesel RXZ Optional with Nav,Mumbai,2013,29000,Diesel,Manual,First,19.01,1461,108.45,5,6.5,650000
Maruti Swift Dzire Vdi BSIV,Mumbai,2013,65000,Diesel,Manual,Second,19.3,1248,73.9,5,4.99,499000
Mercedes-Benz GLC 220,Coimbatore,2017,50794,Diesel,Automatic,First,17.9,2143,170,5,43.3,4330000
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,59000,Diesel,Manual,First,22.7,1498,89.84,5,6.5,650000
Maruti Wagon R LXI CNG,Mumbai,2012,72000,CNG,Manual,First,26.2,998,58.2,5,2.25,225000
Maruti Ciaz 1.4 AT Alpha,Hyderabad,2017,15234,Petrol,Automatic,First,19.12,1373,91.1,5,9.95,995000
Ford Ecosport 1.5 DV5 MT Titanium,Mumbai,2015,44000,Diesel,Manual,First,22.7,1498,89.84,5,7.35,735000
Tata Zest Quadrajet 1.3 75PS XE,Hyderabad,2016,125000,Diesel,Manual,First,22.95,1248,74,5,4.6,460000
Ford Endeavour 3.0L 4X4 AT,Chennai,2011,100000,Diesel,Automatic,First,11.4,2953,153.86,7,8.5,850000
Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,34686,Diesel,Automatic,First,19.6,1461,108.45,5,11.86,1186000
Nissan X-Trail SLX MT,Pune,2011,98000,Diesel,Manual,First,14.42,1995,147.6,5,8,800000
Toyota Fortuner 4x4 AT,Delhi,2015,90000,Diesel,Automatic,First,12.55,2982,168.5,7,21.5,2150000
Chevrolet Aveo U-VA 1.2 LS,Pune,2007,81000,Petrol,Manual,First,15.26,1150,74.9,5,1.3,130000
Skoda Rapid 1.6 TDI Ambition,Chennai,2012,55000,Diesel,Manual,First,20.5,1598,103.5,5,5.9,590000
Mahindra XUV500 W8 4WD,Bangalore,2013,52910,Diesel,Manual,Second,15.1,2179,140,7,9.5,950000
Maruti Swift Dzire ZDi,Chennai,2010,100000,Diesel,Manual,First,19.3,1248,73.9,5,4.5,450000
Skoda Octavia Elegance 1.9 TDI,Hyderabad,2003,132000,Diesel,Manual,First,18.7,1896,66,5,2.25,225000
Chevrolet Enjoy Petrol LS 7 Seater,Mumbai,2014,18000,Petrol,Manual,First,13.7,1399,98.82,7,3.35,335000
Hyundai Accent GLE,Kolkata,2005,50000,Petrol,Manual,First,13.2,1495,94,5,0.7,70000
Mercedes-Benz New C-Class C 200 CGI,Bangalore,2012,33000,Petrol,Automatic,First,14.74,1991,184,5,16,1600000
Renault Duster 85PS Diesel RxE,Pune,2014,30000,Diesel,Manual,First,20.45,1461,83.8,5,8,800000
Jaguar F Type 5.0 V8 S,Hyderabad,2015,8000,Petrol,Automatic,First,12.5,5000,488.1,2,100,10000000
Hyundai Verna 1.6 SX,Kochi,2012,58646,Diesel,Manual,First,22.32,1582,126.32,5,4.74,474000
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Mumbai,2016,21000,Diesel,Automatic,First,13,2143,204,5,36,3600000
Volkswagen Vento Petrol Highline,Kochi,2015,57026,Petrol,Manual,First,15.04,1598,103.6,5,5.54,554000
Skoda Superb Style 2.0 TDI AT,Mumbai,2017,42000,Diesel,Automatic,First,18.19,1968,174.5,5,22.99,2299000
Mahindra Scorpio 1.99 S4 Plus,Kochi,2017,26741,Diesel,Manual,First,15.4,1997,120,7,10.08,1008000
Maruti 800 DX BSII,Pune,2000,78000,Petrol,Manual,First,16.1,796,37,4,0.55,55000
Audi Q5 3.0 TDI Quattro Technology,Coimbatore,2018,29091,Diesel,Automatic,First,13.22,2967,241.4,5,45.52,4552000
Mahindra NuvoSport N6,Coimbatore,2018,37323,Diesel,Manual,Second,17.45,1493,100,7,7.29,729000
Volkswagen Vento Diesel Highline,Chennai,2011,55595,Diesel,Manual,Second,20.54,1598,103.6,5,4.3,430000
Maruti Swift Dzire VXI Optional,Chennai,2015,49900,Petrol,Manual,First,20.85,1197,83.14,5,4.8,480000
Maruti Ertiga VXI,Mumbai,2012,52500,Petrol,Manual,Second,16.02,1373,93.7,7,5.25,525000
Maruti Alto 800 2016-2019 LXI,Chennai,2016,5700,Petrol,Manual,First,24.7,796,47.3,5,2.8,280000
Hyundai i20 Magna 1.4 CRDi (Diesel),Kochi,2014,53340,Diesel,Manual,First,21.9,1396,88.76,5,4.35,435000
Ford Ecosport 1.5 DV5 MT Titanium,Kolkata,2014,57000,Diesel,Manual,First,22.7,1498,89.84,5,5.49,549000
Maruti Alto K10 LXI CNG,Pune,2015,59525,CNG,Manual,Second,32.26,998,58.2,4,3.1,310000
Volkswagen Vento 1.5 TDI Highline,Bangalore,2014,58000,Diesel,Manual,First,20.34,1498,103.2,5,6.5,650000
Mahindra Scorpio VLX 2WD Airbag BSIII,Bangalore,2011,73000,Diesel,Manual,First,12.05,2179,120,8,6.4,640000
Ford Figo Aspire 1.5 TDCi Titanium Plus,Kochi,2016,33554,Diesel,Manual,First,25.83,1498,99,5,6.22,622000
Toyota Innova 2.5 G (Diesel) 8 Seater,Mumbai,2012,106000,Diesel,Manual,First,12.99,2494,100,8,8.4,840000
Maruti Dzire LDI,Pune,2018,27000,Diesel,Manual,First,28.4,1248,73.75,5,5.9,590000
Renault KWID RXL,Pune,2018,1000,Petrol,Manual,First,25.17,799,53.3,5,3.4,340000
Ford Endeavour 2.5L 4X2 MT,Jaipur,2011,119000,Diesel,Manual,Third,13.1,2499,141,7,6.5,650000
Ford EcoSport 1.0 Ecoboost Titanium Plus,Delhi,2015,64000,Petrol,Manual,First,18.88,999,123.24,5,6,600000
Hyundai Creta 1.6 CRDi SX,Hyderabad,2016,63738,Diesel,Manual,First,19.67,1582,126.2,5,11.9,1190000
BMW 5 Series 2013-2017 530d M Sport,Bangalore,2016,16000,Diesel,Automatic,First,14.69,2993,258,5,48,4800000
Maruti Ertiga VXI AT Petrol,Mumbai,2017,28000,Petrol,Automatic,First,18.69,1462,103,7,8,800000
Skoda Laura L and K AT,Hyderabad,2007,91000,Diesel,Automatic,Second,15.6,1896,106,5,2.45,245000
Chevrolet Beat LS,Kolkata,2013,25000,Petrol,Manual,First,18.6,1199,79.4,5,1.75,175000
Audi Q3 2.0 TDI,Bangalore,2014,65630,Diesel,Automatic,First,15.73,1968,174.33,5,21.75,2175000
Honda City 1.5 V MT,Pune,2014,48094,Petrol,Manual,First,17,1497,118,5,7.25,725000
Maruti Swift Lxi BSIII,Pune,2009,90456,Petrol,Manual,Second,16.1,1298,88.2,5,3,300000
Ford Figo Diesel EXI,Jaipur,2012,140000,Diesel,Manual,First,20,1399,68,5,2.51,251000
Toyota Fortuner 4x4 AT,Chennai,2015,95000,Diesel,Automatic,First,12.55,2982,168.5,7,19.6,1960000
Mercedes-Benz New C-Class 200 CDI Classic,Pune,2013,79000,Diesel,Manual,Second,15.8,2148,170,5,15.5,1550000
Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,2012,96000,Diesel,Manual,First,12.99,2494,100,7,11.5,1150000
Honda City 1.5 EXI,Coimbatore,2004,186679,Petrol,Manual,Second,13,1493,100,5,1.76,176000
Honda Amaze S i-Dtech,Jaipur,2015,91000,Diesel,Manual,First,25.8,1498,98.6,5,4.68,468000
Toyota Corolla Altis 1.8 G CVT,Delhi,2010,109703,Petrol,Automatic,Second,14.28,1798,138.03,5,4,400000
Tata Indica Vista Quadrajet VX,Hyderabad,2012,110000,Diesel,Manual,First,22.3,1248,74,5,2.8,280000
Mahindra XUV500 W8 2WD,Mumbai,2012,35000,Diesel,Manual,First,16,2179,140,7,8.25,825000
Maruti Ritz VDi,Kolkata,2010,47722,Diesel,Manual,First,21.1,1248,73.9,5,1.7,170000
Mercedes-Benz New C-Class C 200 AVANTGARDE,Mumbai,2013,25000,Petrol,Automatic,First,14.74,1991,181.04,5,14.85,1485000
Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2018,8000,Petrol,Automatic,First,17,1591,121.3,5,12.85,1285000
Mercedes-Benz New C-Class C 250 CDI Elegance,Hyderabad,2012,65000,Diesel,Automatic,First,14.94,2143,204,5,16,1600000
Maruti Wagon R VXI BS IV,Hyderabad,2018,1048,Petrol,Manual,First,18.9,998,67.1,5,4.7,470000
Maruti Ertiga VXI,Bangalore,2014,42000,Petrol,Manual,Second,16.02,1373,93.7,7,5.94,594000
Skoda Rapid Ultima 1.6 TDI Elegance,Hyderabad,2013,55000,Diesel,Manual,First,20.5,1598,103.5,5,8,800000
Toyota Innova 2.5 V Diesel 8-seater,Delhi,2010,72000,Diesel,Manual,First,12.8,2494,102,8,5.45,545000
Mercedes-Benz GLA Class 200 Sport,Kochi,2018,17773,Petrol,Automatic,First,13.7,1991,183,5,26.76,2676000
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2013,65000,Diesel,Manual,Second,20.14,1498,88,5,3.5,350000
Hyundai Verna 1.6 CRDi EX MT,Kolkata,2013,53280,Diesel,Manual,First,22.32,1582,126.3,5,4.7,470000
Volkswagen Ameo 1.2 MPI Highline,Ahmedabad,2016,34005,Petrol,Manual,First,17,1198,73.75,5,5.75,575000
Hyundai i20 Asta Option 1.2,Coimbatore,2017,14618,Petrol,Manual,First,18.6,1197,81.83,5,8.11,811000
Maruti Wagon R LX BSIII,Delhi,2006,65771,Petrol,Manual,Second,17.3,1061,64,5,0.75,75000
Tata Indica LEI,Pune,2006,78000,Petrol,Manual,Second,13.5,1405,60,5,1,100000
Mahindra Xylo D4,Hyderabad,2016,105545,Diesel,Manual,First,14,2498,112,7,5.3,530000
ISUZU D-MAX V-Cross 4X4,Jaipur,2017,25000,Diesel,Manual,First,12.4,2499,134,5,8,800000
Hyundai i20 2015-2017 Magna,Pune,2010,80561,Petrol,Manual,First,18.5,1197,80,5,2.74,274000
Maruti Baleno Alpha,Mumbai,2017,6000,Petrol,Manual,First,21.4,1197,83.1,5,7.5,750000
Tata Hexa XTA,Jaipur,2016,39000,Diesel,Automatic,First,17.6,2179,153.86,7,13.5,1350000
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,55001,Petrol,Manual,First,16.47,1198,73.9,5,2.2,220000
Mercedes-Benz New C-Class C 200 CGI Elegance,Mumbai,2012,63720,Petrol,Automatic,First,11.74,1796,186,5,13.25,1325000
Hyundai Getz GLS,Jaipur,2005,100000,Petrol,Manual,Second,15.3,1341,83,5,0.85,85000
Tata Tiago 1.2 Revotron XT,Kochi,2017,15386,Petrol,Manual,First,23.84,1199,84,5,5.11,511000
Renault Duster 85PS Diesel RxL Option,Mumbai,2013,102486,Diesel,Manual,First,19.87,1461,83.8,5,4.25,425000
Audi A4 35 TDI Premium Plus,Coimbatore,2013,58629,Diesel,Automatic,Second,18.25,1968,187.74,5,16.52,1652000
